id,full_name,gender,specialty,category,work_address,latitude,longitude,schedule_json,loyalty_score,avg_sales_brick,phone,email
9c286dd0-ffb4-4aa2-a9ea-7f4a00ae4b0f,Кузьмин Илья Олегович,M,Therapist,B,"Клиника «Медси», Нахимовский просп., д. 49",55.704233,37.546768,"{""monday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""18:00""}}",4.1,79.1,+7(985)779-13-49,kuzmin.i9c28@yandex.ru
1514d7e8-1172-4951-b20e-aa4f9712aec4,Петров Кирилл Владимирович,M,Neurologist,A,"Поликлиника при ГКБ №76, Волгоградский просп., д. 43",55.856231,37.539745,"{""monday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""saturday"": {""start"": ""07:00"", ""end"": ""15:00""}}",6.1,78.27,+7(994)140-66-30,petrov.k1514@mail.ru
a32d9694-9bef-423c-9e7b-d314993c6270,Козлов Александр Иванович,M,Cardiologist,B,"ГКБ №182, ул. Тверская, д. 28",55.83002,37.771711,"{""tuesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""18:00""}}",7.3,2.11,+7(911)175-34-31,kozlov.aa32d@gmail.com
6e357a9f-9483-4fca-a058-05be5133b7ae,Петра Виктория Юрьевна,F,Pulmonologist,B,"Медицинский центр «Здоровье», ул. Сретенка, д. 20",55.725418,37.458434,"{""monday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""saturday"": {""start"": ""14:00"", ""end"": ""18:00""}}",4.6,44.93,+7(981)786-65-15,petra.v6e35@mail.ru
a5e57f4c-3885-48e8-8b7b-55a4f8e76db6,Макара Людмила Владимировна,F,Cardiologist,B,"МЦ «СМ-Клиника», Балаклавский просп., д. 109",55.642282,37.647946,"{""monday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""20:00""}}",6.3,57.7,+7(939)534-57-79,makara.la5e5@mail.ru
13aa11c9-e472-4d45-834a-34bf649367df,Белов Александр Андреевич,M,Pulmonologist,B,"МЦ «СМ-Клиника», ул. Профсоюзная, д. 39",55.6492,37.501971,"{""monday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""saturday"": {""start"": ""08:00"", ""end"": ""14:00""}}",4.4,34.93,+7(920)865-44-40,belov.a13aa@mail.ru
ca40c365-c8df-4f0c-ae46-3e1b26f78764,Гуса Алина Андреевна,F,Neurologist,B,"Поликлиника при ГКБ №48, просп. Мира, д. 11",55.669682,37.812534,"{""monday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""19:00""}}",3.2,48.59,+7(999)925-66-66,gusa.aca40@rambler.ru
1ba6edf2-8229-43fe-ab9c-f4d4d3b0eb51,Михайла Ольга Сергеевна,F,Therapist,B,"МЦ «АльфаМед», ул. Маросейка, д. 14",55.836406,37.704829,"{""monday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""saturday"": {""start"": ""12:00"", ""end"": ""19:00""}}",6.5,46.81,+7(964)934-72-50,mikhayla.o1ba6@gmail.com
60c30626-1509-4c22-a453-89fe915a411c,Кудрявца Наталья Дмитриевна,F,Cardiologist,B,"Клиника «Семейный доктор», Ленинский просп., д. 33",55.793372,37.733859,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",4.9,55.24,+7(925)732-57-67,kudryavtsa.n60c3@gmail.com
3c4ca65d-4dd1-45d9-ab02-2b737e193efc,Комара Дарья Михайловна,F,Urologist,B,"Клиника «Чайка», ул. Академика Янгеля, д. 42",55.637433,37.715289,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""14:00""}}",7.5,44.95,+7(968)912-56-74,komara.d3c4c@mail.ru
949339e0-4e89-4a75-9f70-a3eac16daa7f,Алексеев Алексей Евгеньевич,M,Urologist,C,"МЦ «СМ-Клиника», ул. Генерала Дорохова, д. 103",55.758408,37.575605,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",1.4,27.14,+7(955)759-82-49,alekseev.a9493@mail.ru
1c715022-bced-4fe4-8099-89676d4f3d50,Алексеа Полина Евгеньевна,F,Neurologist,B,"Клиника «Медси», ул. Марксистская, д. 83",55.796668,37.573979,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",8.2,25.55,+7(923)359-83-76,aleksea.p1c71@yandex.ru
835e8688-3c66-42eb-9265-b38f1433635a,Гусев Матвей Иванович,M,Gastroenterologist,B,"МЦ «СМ-Клиника», ул. Косыгина, д. 4",55.640363,37.665783,"{""monday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""19:00""}}",1.7,24.38,+7(955)799-96-54,gusev.m835e@rambler.ru
5b8338d0-ef2a-4d6c-9408-175b7ecbc747,Новика Юлия Александровна,F,Urologist,B,"МЦ «Он Клиник», ул. Марксистская, д. 120",55.773823,37.536683,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}}",1.5,60.31,+7(916)814-68-17,novika.yu5b83@yandex.ru
74a257c0-3803-41d5-aa54-3d6502391485,Ильина Людмила Александровна,F,Neurologist,C,"Городская поликлиника №181, филиал 1, Ярославское ш., д. 14",55.737485,37.505962,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""14:00""}}",3.8,27.63,+7(931)133-14-43,ilina.l74a2@yandex.ru
f08d5081-d3a5-42c0-82fb-17b9e8b4d2de,Мороза Наталья Михайловна,F,Therapist,A,"Медицинский центр «Здоровье», ул. Земляной Вал, д. 50",55.814491,37.712638,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""15:00""}}",7.9,63.64,+7(969)796-10-87,moroza.nf08d@gmail.com
7b3663e4-b190-489e-9d9a-411a479357aa,Кудрявцев Андрей Андреевич,M,Gastroenterologist,C,"МЦ «АльфаМед», ул. Маросейка, д. 88",55.812079,37.387043,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",3.4,13.86,+7(919)659-31-87,kudryavtsev.a7b36@gmail.com
4d02ae14-fcb8-4c9e-80cc-b696cf581d3e,Алексеев Михаил Сергеевич,M,Therapist,B,"Городская поликлиника №197, филиал 4, ул. Большая Полянка, д. 66",55.776573,37.42856,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""saturday"": {""start"": ""08:00"", ""end"": ""17:00""}}",3.8,59.42,+7(978)461-72-90,alekseev.m4d02@mail.ru
811d1cb6-965c-4404-9c5f-7e9b7a4c64c0,Виноградов Даниил Олегович,M,Endocrinologist,B,"Клиника «Чайка», Хорошёвское ш., д. 18",55.684108,37.791201,"{""monday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""13:00""}}",0.2,82.22,+7(980)868-91-36,vinogradov.d811d@gmail.com
6a114d8c-8ed8-4c7a-88a5-5c1eb5d4f46a,Васильев Илья Сергеевич,M,Neurologist,B,"Городская поликлиника №216, филиал 4, Балаклавский просп., д. 19",55.724342,37.391367,"{""monday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""19:00""}}",4.4,46.2,+7(987)268-71-17,vasilev.i6a11@rambler.ru
2b07d49c-2e83-4cd1-9c0b-02c6d398caee,Ивана Елена Олеговна,F,Cardiologist,C,"МЦ «СМ-Клиника», Севастопольский просп., д. 51",55.868697,37.58183,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",4.0,40.53,+7(967)366-79-46,ivana.e2b07@rambler.ru
f5f3abe8-2cd1-4a66-976f-1999a754bef7,Козла Мария Дмитриевна,F,Therapist,B,"Городская поликлиника №32, ул. Генерала Дорохова, д. 59",55.663423,37.450688,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",1.5,53.29,+7(954)923-29-54,kozla.mf5f3@gmail.com
caba26d4-ad9d-49a5-ae99-aa53ec26ba5d,Киселёв Кирилл Дмитриевич,M,Therapist,B,"Медицинский центр «Здоровье», ул. Академика Янгеля, д. 93",55.661008,37.79257,"{""monday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""13:00""}}",2.8,61.75,+7(959)115-37-50,kiselyov.kcaba@gmail.com
44add8eb-0943-430d-af88-37e7baa82c68,Ильин Андрей Николаевич,M,Endocrinologist,B,"МЦ «СМ-Клиника», ул. Бауманская, д. 41",55.836184,37.68543,"{""monday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""20:00""}}",4.4,16.16,+7(996)776-55-58,ilin.a44ad@yandex.ru
435e5ffb-d1c2-4b13-b622-d7cc0f292374,Гуса Ирина Дмитриевна,F,Cardiologist,C,"ГКБ №151, ул. Косыгина, д. 55",55.798672,37.559416,"{""monday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}}",0.4,3.84,+7(990)918-37-57,gusa.i435e@rambler.ru
c9566621-526f-4a29-8b2e-d61b77a46d07,Козла Светлана Николаевна,F,Gastroenterologist,B,"Клиника «Чайка», ул. Сретенка, д. 114",55.702545,37.699804,"{""monday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""19:00""}}",5.5,35.72,+7(986)317-36-39,kozla.sc956@yandex.ru
06efb50f-5468-4f3a-bbad-760b8a036613,Козлов Роман Владимирович,M,Therapist,C,"Городская поликлиника №107, филиал 4, ул. Садовая-Кудринская, д. 11",55.728195,37.827513,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""13:00""}}",3.6,24.2,+7(932)812-62-80,kozlov.r06ef@yandex.ru
090b8bb8-a862-4c33-8761-dd8057f6f493,Ильин Сергей Николаевич,M,Cardiologist,B,"Клиника «Чайка», Варшавское ш., д. 2",55.730105,37.578402,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",7.5,39.57,+7(933)833-70-91,ilin.s090b@mail.ru
078049c9-5d3b-4ea2-b959-9dd9b51a3f4a,Новика Алина Николаевна,F,Gastroenterologist,A,"Многопрофильная клиника «Столица», ул. Марксистская, д. 33",55.721998,37.613224,"{""monday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""18:00""}}",8.7,107.48,+7(948)687-38-95,novika.a0780@rambler.ru
a57ab3c8-6d41-480d-9172-c8e0eb57d1a4,Белов Илья Иванович,M,Neurologist,B,"ГКБ №147, Варшавское ш., д. 65",55.826076,37.544345,"{""monday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",6.9,4.96,+7(976)192-36-13,belov.ia57a@gmail.com
7ec69e0a-5d3c-4963-a45f-ebbfca1a4abc,Титов Матвей Петрович,M,Therapist,A,"Городская поликлиника №51, филиал 5, ул. Новослободская, д. 20",55.897291,37.57237,"{""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",6.1,81.98,+7(981)381-14-14,titov.m7ec6@rambler.ru
144b419d-8829-477a-b78e-64baa2979308,Волка Ирина Владимировна,F,Therapist,B,"Городская поликлиника №37, Каширское ш., д. 6",55.848508,37.599756,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",7.1,30.48,+7(950)286-97-37,volka.i144b@yandex.ru
3d99fcd7-4e1e-4f18-b085-be702624f872,Новика Вероника Петровна,F,Cardiologist,B,"Медицинский центр «Здоровье», Дмитровское ш., д. 109",55.86406,37.696682,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}}",5.0,64.03,+7(947)876-24-10,novika.v3d99@yandex.ru
a5027a8e-ffb1-4f68-b497-1f8aa9ecc62c,Волков Андрей Дмитриевич,M,Neurologist,B,"Поликлиника при ГКБ №31, ул. Косыгина, д. 99",55.806136,37.767206,"{""monday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""12:00"", ""end"": ""19:00""}}",1.9,63.71,+7(959)802-52-85,volkov.aa502@rambler.ru
33e465ab-8338-47de-90cb-dfe70c5f7b9b,Тарасов Кирилл Юрьевич,M,Cardiologist,B,"Поликлиника при ГКБ №219, ул. Большая Полянка, д. 96",55.781125,37.614661,"{""monday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""18:00""}}",0.4,20.07,+7(987)714-40-30,tarasov.k33e4@gmail.com
a7a0aeab-294d-40fc-a08a-3fa89f3d3874,Петров Максим Андреевич,M,Cardiologist,C,"Медицинский центр «Здоровье», Варшавское ш., д. 6",55.834192,37.519387,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""16:00""}}",1.3,8.8,+7(987)740-27-23,petrov.ma7a0@yandex.ru
b094aea8-da11-4ce1-af6a-e7fdcdfd5685,Кудрявца Галина Борисовна,F,Therapist,A,"Клиника «Семейный доктор», ул. Маросейка, д. 26",55.722054,37.597528,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""14:00""}}",7.9,87.37,+7(993)269-83-12,kudryavtsa.gb094@yandex.ru
3fa6dbfe-8e68-4e05-b2a1-28b0c3266d28,Михайлов Дмитрий Викторович,M,Therapist,B,"Городская поликлиника №150, филиал 2, ул. Марксистская, д. 13",55.86035,37.607405,"{""monday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""saturday"": {""start"": ""07:00"", ""end"": ""15:00""}}",7.0,73.75,+7(930)631-71-86,mikhaylov.d3fa6@yandex.ru
3f17747f-a83a-42af-bb04-1c5d595a9a89,Алексеа Юлия Сергеевна,F,Therapist,C,"Клиника «Медси», ул. Арбат, д. 68",55.712649,37.621913,"{""monday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",5.7,25.16,+7(990)795-99-86,aleksea.yu3f17@mail.ru
d91818a5-82c7-4a6f-8aab-e1147b5c4e23,Андреа Вероника Дмитриевна,F,Cardiologist,C,"Медицинский центр «Здоровье», Балаклавский просп., д. 84",55.713509,37.74158,"{""monday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",1.5,40.49,+7(991)986-17-42,andrea.vd918@mail.ru
be228a70-e8c7-4da0-b543-5f46334c8bb3,Белов Тимофей Андреевич,M,Gastroenterologist,B,"КДЦ №37, ул. Профсоюзная, д. 31",55.726126,37.553844,"{""monday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""20:00""}}",6.3,58.85,+7(936)294-56-47,belov.tbe22@mail.ru
0353ae97-e14d-4943-bdbf-b91da8e48a2e,Макаров Арсений Олегович,M,Cardiologist,A,"Поликлиника при ГКБ №127, ул. Косыгина, д. 70",55.704435,37.667741,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",8.0,58.25,+7(944)117-73-24,makarov.a0353@mail.ru
ac4fad31-2eab-46cd-8335-b6c563b10912,Петра Марина Алексеевна,F,Gastroenterologist,C,"Медицинский центр «Здоровье», ул. Профсоюзная, д. 71",55.793202,37.596469,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""16:00""}}",5.6,33.59,+7(921)901-23-63,petra.mac4f@rambler.ru
0d954849-1033-454d-8be7-c9c7aab3c0c1,Беляа Юлия Андреевна,F,Therapist,A,"МЦ «АльфаМед», ул. Люблинская, д. 7",55.830105,37.708153,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",5.9,90.95,+7(981)556-20-99,belyaa.yu0d95@yandex.ru
c24ff16c-0591-47ca-abaa-fec7926c1bdf,Беляев Максим Николаевич,M,Therapist,A,"Поликлиника при ГКБ №121, Дмитровское ш., д. 12",55.800199,37.499247,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",10.0,98.41,+7(944)214-61-90,belyaev.mc24f@rambler.ru
afbe9fb6-a5b0-4bbb-bf35-a1da889cc302,Богдана Екатерина Петровна,F,Pulmonologist,B,"Клиника «Чайка», ул. Косыгина, д. 104",55.871356,37.701062,"{""monday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}}",2.8,46.98,+7(974)145-50-63,bogdana.eafbe@yandex.ru
17b69d30-baee-4402-89c4-fb71e2bca017,Гусев Алексей Сергеевич,M,Cardiologist,B,"Медицинский центр «Здоровье», Каширское ш., д. 88",55.883206,37.577294,"{""monday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}}",1.4,47.55,+7(914)636-24-30,gusev.a17b6@rambler.ru
07099c43-cef7-40ce-9228-d0f97a7dda0d,Ковалёв Андрей Сергеевич,M,Pulmonologist,B,"ГКБ №28, ул. Бауманская, д. 101",55.655438,37.537991,"{""monday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""13:00"", ""end"": ""20:00""}}",3.3,28.33,+7(957)456-77-70,kovalyov.a0709@yandex.ru
5f9bda0f-7e64-4b2c-9bbd-56922c02679f,Кузьмин Кирилл Борисович,M,Gastroenterologist,B,"Городская поликлиника №78, филиал 3, ул. Большая Ордынка, д. 108",55.697617,37.724075,"{""monday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",4.7,25.12,+7(923)477-93-56,kuzmin.k5f9b@rambler.ru
